SOURCE_DESC	SECTOR_DESC	GROUP_DESC	COMMODITY_DESC	CLASS_DESC	PRODN_PRACTICE_DESC	UTIL_PRACTICE_DESC	STATISTICCAT_DESC	UNIT_DESC	SHORT_DESC	DOMAIN_DESC	DOMAINCAT_DESC	AGG_LEVEL_DESC	STATE_ANSI	STATE_FIPS_CODE	STATE_ALPHA	STATE_NAME	ASD_CODE	ASD_DESC	COUNTY_ANSI	COUNTY_CODE	COUNTY_NAME	REGION_DESC	ZIP_5	WATERSHED_CODE	WATERSHED_DESC	CONGR_DISTRICT_CODE	COUNTRY_CODE	COUNTRY_NAME	LOCATION_DESC	YEAR	FREQ_DESC	BEGIN_CODE	END_CODE	REFERENCE_PERIOD_DESC	WEEK_ENDING	LOAD_TIME	VALUE	CV_%
CENSUS	CROPS	FIELD CROPS	GRAIN	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	OPERATIONS	GRAIN - OPERATIONS WITH SALES	SALES	SALES: (50,000 OR MORE $)	ZIP CODE	27	27	MN	MINNESOTA							56236	00000000			9000	UNITED STATES	56236	2017	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	53	 
CENSUS	CROPS	FIELD CROPS	PEANUTS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	OPERATIONS	PEANUTS - OPERATIONS WITH AREA HARVESTED	NAICS CLASSIFICATION AND AREA HARVESTED	NAICS CLASSIFICATION: (1125 & 1129) AND AREA HARVESTED: (25.0 TO 99.9 ACRES)	STATE	37	37	NC	NORTH CAROLINA								00000000			9000	UNITED STATES	NORTH CAROLINA	2012	ANNUAL	00	00	YEAR		2012-12-31 00:00:00	1	1.5
CENSUS	CROPS	FRUIT & TREE NUTS	ORCHARDS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA BEARING & NON-BEARING	ACRES	ORCHARDS - ACRES BEARING & NON-BEARING	TOTAL	NOT SPECIFIED	COUNTY	27	27	MN	MINNESOTA	60	EAST CENTRAL	065	065	KANABEC			00000000			9000	UNITED STATES	MINNESOTA, EAST CENTRAL, KANABEC	2002	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	26	 
SURVEY	CROPS	FIELD CROPS	BARLEY	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	BARLEY - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	41	41	OR	OREGON	30	NORTHEAST	001	001	BAKER			00000000			9000	UNITED STATES	OREGON, NORTHEAST, BAKER	1950	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	13,000	 
SURVEY	CROPS	FIELD CROPS	FLAXSEED	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRODUCTION	BU	FLAXSEED - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	COUNTY	27	27	MN	MINNESOTA	70	SOUTHWEST	133	133	ROCK			00000000			9000	UNITED STATES	MINNESOTA, SOUTHWEST, ROCK	1966	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	4,500	 
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	ALL PRODUCTION PRACTICES	GRAIN	YIELD	BU / ACRE	CORN, GRAIN - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	COUNTY	18	18	IN	INDIANA	50	CENTRAL	095	095	MADISON			00000000			9000	UNITED STATES	INDIANA, CENTRAL, MADISON	2004	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	172.8	 
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	ALL PRODUCTION PRACTICES	ON FARM, GRAIN	STOCKS	BU	CORN, ON FARM, GRAIN - STOCKS, MEASURED IN BU	TOTAL	NOT SPECIFIED	STATE	49	49	UT	UTAH								00000000			9000	UNITED STATES	UTAH	1985	POINT IN TIME	06	06	FIRST OF JUN		2012-01-01 00:00:00	113,000	 
SURVEY	CROPS	FIELD CROPS	COTTON	COTTONSEED	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRICE RECEIVED	$ / TON	COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON	TOTAL	NOT SPECIFIED	NATIONAL		99	US	US TOTAL								00000000			9000	UNITED STATES	US TOTAL	1993	MONTHLY	11	11	NOV		2012-01-01 00:00:00	116	 
CENSUS	CROPS	HORTICULTURE	HORTICULTURE TOTALS	(EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS)	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	OPERATIONS	HORTICULTURE TOTALS, (EXCL CUT TREES & VEGETABLE SEEDS & TRANSPLANTS) - OPERATIONS WITH SALES	TOTAL	NOT SPECIFIED	COUNTY	29	29	MO	MISSOURI	50	CENTRAL	019	019	BOONE			00000000			9000	UNITED STATES	MISSOURI, CENTRAL, BOONE	2002	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	34	 
CENSUS	CROPS	VEGETABLES	SWEET CORN	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	SWEET CORN - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	55	55	WI	WISCONSIN	10	NORTHWEST	095	095	POLK			00000000			9000	UNITED STATES	WISCONSIN, NORTHWEST, POLK	2007	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	203	 
SURVEY	CROPS	FIELD CROPS	WHEAT	SPRING, (EXCL DURUM)	NON-IRRIGATED, FOLLOWING SUMMER FALLOW	ALL UTILIZATION PRACTICES	YIELD	BU / ACRE	WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, FOLLOWING SUMMER FALLOW - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	AGRICULTURAL DISTRICT	08	08	CO	COLORADO	70	SOUTHWEST						00000000			9000	UNITED STATES	COLORADO, SOUTHWEST	1979	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	14	 
SURVEY	CROPS	FIELD CROPS	COTTON	UPLAND	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	COTTON, UPLAND - ACRES PLANTED	TOTAL	NOT SPECIFIED	AGRICULTURAL DISTRICT	22	22	LA	LOUISIANA	30	NORTHEAST						00000000			9000	UNITED STATES	LOUISIANA, NORTHEAST	1981	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	544,600	 
CENSUS	CROPS	FIELD CROPS	GRAIN STORAGE CAPACITY	ALL CLASSES	ALL PRODUCTION PRACTICES	ON FARM	CAPACITY	OPERATIONS	GRAIN STORAGE CAPACITY, ON FARM - OPERATIONS WITH CAPACITY	TOTAL	NOT SPECIFIED	ZIP CODE	47	47	TN	TENNESSEE							38080	00000000			9000	UNITED STATES	38080	2007	POINT IN TIME	12	12	END OF DEC		2012-01-01 00:00:00	14	 
SURVEY	CROPS	FIELD CROPS	WHEAT	WINTER	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	CONDITION, PREVIOUS YEAR	PCT FAIR	WHEAT, WINTER - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR	TOTAL	NOT SPECIFIED	STATE	41	41	OR	OREGON								00000000			9000	UNITED STATES	OREGON	2022	WEEKLY	15	15	WEEK #15	2022-04-17	2022-04-18 16:00:04	36	 
SURVEY	CROPS	FRUIT & TREE NUTS	PEACHES	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	CONDITION, PREVIOUS YEAR	PCT GOOD	PEACHES - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD	TOTAL	NOT SPECIFIED	STATE	50	50	VT	VERMONT								00000000			9000	UNITED STATES	VERMONT	2017	WEEKLY	30	30	WEEK #30	2017-07-30	2017-07-31 16:00:02	89	 
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	CORN - ACRES PLANTED	TOTAL	NOT SPECIFIED	COUNTY	13	13	GA	GEORGIA	80	SOUTH CENTRAL	161	161	JEFF DAVIS			00000000			9000	UNITED STATES	GEORGIA, SOUTH CENTRAL, JEFF DAVIS	1959	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	21,500	 
CENSUS	CROPS	FIELD CROPS	GRAIN	OTHER	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	$	GRAIN, OTHER - SALES, MEASURED IN $	TOTAL	NOT SPECIFIED	COUNTY	27	27	MN	MINNESOTA	90	SOUTHEAST	157	157	WABASHA			00000000			9000	UNITED STATES	MINNESOTA, SOUTHEAST, WABASHA	2007	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	537,000	 
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	IRRIGATED	GRAIN	PRODUCTION	BU	CORN, GRAIN, IRRIGATED - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	COUNTY	40	40	OK	OKLAHOMA	70	NORTHEAST		998	OTHER (COMBINED) COUNTIES			00000000			9000	UNITED STATES	OKLAHOMA, NORTHEAST, OTHER (COMBINED) COUNTIES	1989	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	35,000	 
SURVEY	CROPS	FIELD CROPS	HAY	(EXCL ALFALFA)	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	YIELD	TONS / ACRE	HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE	TOTAL	NOT SPECIFIED	COUNTY	47	47	TN	TENNESSEE	10	DELTA	167	167	TIPTON			00000000			9000	UNITED STATES	TENNESSEE, DELTA, TIPTON	1998	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	2.4	 
CENSUS	CROPS	FRUIT & TREE NUTS	FRUIT & TREE NUT TOTALS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	OPERATIONS	FRUIT & TREE NUT TOTALS - OPERATIONS WITH SALES	SALES	SALES: (50,000 OR MORE $)	ZIP CODE	12	12	FL	FLORIDA							33175	00000000			9000	UNITED STATES	33175	2007	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	1	 
SURVEY	CROPS	FIELD CROPS	SOYBEANS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	CONDITION, PREVIOUS YEAR	PCT GOOD	SOYBEANS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD	TOTAL	NOT SPECIFIED	STATE	45	45	SC	SOUTH CAROLINA								00000000			9000	UNITED STATES	SOUTH CAROLINA	2021	WEEKLY	32	32	WEEK #32	2021-08-15	2021-08-16 16:00:14	53	 
SURVEY	CROPS	FIELD CROPS	BARLEY	ALL CLASSES	ALL PRODUCTION PRACTICES	OFF FARM	STOCKS	BU	BARLEY, OFF FARM - STOCKS, MEASURED IN BU	TOTAL	NOT SPECIFIED	STATE	48	48	TX	TEXAS								00000000			9000	UNITED STATES	TEXAS	1989	POINT IN TIME	09	09	FIRST OF SEP		2012-01-01 00:00:00	189,000	 
SURVEY	CROPS	CROP TOTALS	SOIL	SUBSOIL	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	MOISTURE	PCT VERY SHORT	SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT	TOTAL	NOT SPECIFIED	STATE	27	27	MN	MINNESOTA								00000000			9000	UNITED STATES	MINNESOTA	2005	WEEKLY	44	44	WEEK #44	2005-11-06	2014-11-01 00:00:00	1	 
SURVEY	CROPS	FIELD CROPS	PASTURELAND	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	CONDITION	PCT VERY POOR	PASTURELAND - CONDITION, MEASURED IN PCT VERY POOR	TOTAL	NOT SPECIFIED	STATE	25	25	MA	MASSACHUSETTS								00000000			9000	UNITED STATES	MASSACHUSETTS	2017	WEEKLY	30	30	WEEK #30	2017-07-30	2017-07-31 16:00:02	0	 
SURVEY	CROPS	FIELD CROPS	RYE	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	RYE - ACRES HARVESTED	TOTAL	NOT SPECIFIED	AGRICULTURAL DISTRICT	40	40	OK	OKLAHOMA	80	EAST CENTRAL						00000000			9000	UNITED STATES	OKLAHOMA, EAST CENTRAL	1994	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	300	 
SURVEY	CROPS	FIELD CROPS	COTTON	UPLAND	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PROGRESS	PCT HARVESTED	COTTON, UPLAND - PROGRESS, MEASURED IN PCT HARVESTED	TOTAL	NOT SPECIFIED	STATE	05	05	AR	ARKANSAS								00000000			9000	UNITED STATES	ARKANSAS	2002	WEEKLY	39	39	WEEK #39	2002-09-29	2013-01-01 12:00:00	6	 
CENSUS	CROPS	FIELD CROPS	FIELD CROPS, OTHER	INCL HAY	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	OPERATIONS	FIELD CROPS, OTHER, INCL HAY - OPERATIONS WITH SALES	SALES	SALES: (50,000 OR MORE $)	ZIP CODE	46	46	SD	SOUTH DAKOTA							57384	00000000			9000	UNITED STATES	57384	2017	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	2	 
CENSUS	CROPS	VEGETABLES	VEGETABLES, OTHER	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	OPERATIONS	VEGETABLES, OTHER - OPERATIONS WITH AREA HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	17	17	IL	ILLINOIS	70	EAST SOUTHEAST	121	121	MARION			00000000			9000	UNITED STATES	ILLINOIS, EAST SOUTHEAST, MARION	2002	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	2	 
SURVEY	CROPS	FIELD CROPS	WHEAT	SPRING, DURUM	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	WHEAT, SPRING, DURUM - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	46	46	SD	SOUTH DAKOTA	50	CENTRAL	059	059	HAND			00000000			9000	UNITED STATES	SOUTH DAKOTA, CENTRAL, HAND	1930	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	3,700	 
SURVEY	CROPS	FIELD CROPS	WHEAT	WINTER	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	CONDITION, PREVIOUS YEAR	PCT VERY POOR	WHEAT, WINTER - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR	TOTAL	NOT SPECIFIED	STATE	39	39	OH	OHIO								00000000			9000	UNITED STATES	OHIO	2017	WEEKLY	21	21	WEEK #21	2017-05-28	2017-05-30 16:00:02	0	 
SURVEY	CROPS	FIELD CROPS	SORGHUM	ALL CLASSES	NON-IRRIGATED	SILAGE	AREA HARVESTED	ACRES	SORGHUM, SILAGE, NON-IRRIGATED - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	31	31	NE	NEBRASKA	70	SOUTHWEST	111	111	LINCOLN			00000000			9000	UNITED STATES	NEBRASKA, SOUTHWEST, LINCOLN	1973	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	1,500	 
CENSUS	CROPS	HORTICULTURE	CUT CHRISTMAS TREES	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	OPERATIONS	CUT CHRISTMAS TREES - OPERATIONS WITH SALES	NAICS CLASSIFICATION	NAICS CLASSIFICATION: (112111)	STATE	20	20	KS	KANSAS								00000000			9000	UNITED STATES	KANSAS	2012	ANNUAL	00	00	YEAR		2012-12-31 00:00:00	1	94.9
SURVEY	CROPS	FIELD CROPS	WHEAT	WINTER	NON-IRRIGATED	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	16	16	ID	IDAHO	90	EAST	077	077	POWER			00000000			9000	UNITED STATES	IDAHO, EAST, POWER	1982	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	70,400	 
CENSUS	CROPS	HORTICULTURE	FOLIAGE PLANTS	INDOOR USE, OTHER CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	SALES	OPERATIONS	FOLIAGE PLANTS, INDOOR USE, OTHER CLASSES - OPERATIONS WITH SALES	TOTAL	NOT SPECIFIED	STATE	08	08	CO	COLORADO								00000000			9000	UNITED STATES	COLORADO	2019	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	6	50.8
SURVEY	CROPS	CROP TOTALS	SOIL	TOPSOIL	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	MOISTURE	PCT VERY SHORT	SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT	TOTAL	NOT SPECIFIED	STATE	09	09	CT	CONNECTICUT								00000000			9000	UNITED STATES	CONNECTICUT	2004	WEEKLY	43	43	WEEK #43	2004-10-24	2014-11-01 00:00:00	0	 
SURVEY	CROPS	CROP TOTALS	SOIL	SUBSOIL	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	MOISTURE	PCT SHORT	SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT	TOTAL	NOT SPECIFIED	STATE	41	41	OR	OREGON								00000000			9000	UNITED STATES	OREGON	1996	WEEKLY	18	18	WEEK #18	1996-05-05	2014-11-01 00:00:00	7	 
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	NON-IRRIGATED	SILAGE	AREA HARVESTED	ACRES	CORN, SILAGE, NON-IRRIGATED - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	31	31	NE	NEBRASKA	90	SOUTHEAST	097	097	JOHNSON			00000000			9000	UNITED STATES	NEBRASKA, SOUTHEAST, JOHNSON	1972	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	2,100	 
CENSUS	CROPS	VEGETABLES	VEGETABLES, OTHER	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	OPERATIONS	VEGETABLES, OTHER - OPERATIONS WITH AREA HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	18	18	IN	INDIANA	90	SOUTHEAST	019	019	CLARK			00000000			9000	UNITED STATES	INDIANA, SOUTHEAST, CLARK	2002	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	4	 
CENSUS	CROPS	VEGETABLES	VEGETABLE TOTALS	ALL CLASSES	IN THE OPEN	ALL UTILIZATION PRACTICES	AREA IN PRODUCTION	OPERATIONS	VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION	AREA IN PRODUCTION	AREA IN PRODUCTION: (0.1 TO 14.9 ACRES)	ZIP CODE	55	55	WI	WISCONSIN							54422	00000000			9000	UNITED STATES	54422	2007	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	2	 
SURVEY	CROPS	CROP TOTALS	SOIL	SUBSOIL	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	MOISTURE	PCT SHORT	SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT	TOTAL	NOT SPECIFIED	STATE	24	24	MD	MARYLAND								00000000			9000	UNITED STATES	MARYLAND	2013	WEEKLY	32	32	WEEK #32	2013-08-11	2014-11-01 00:00:00	9	 
CENSUS	CROPS	VEGETABLES	CUCUMBERS	ALL CLASSES	ALL PRODUCTION PRACTICES	FRESH MARKET	AREA HARVESTED	ACRES	CUCUMBERS, FRESH MARKET - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	17	17	IL	ILLINOIS	10	NORTHWEST	141	141	OGLE			00000000			9000	UNITED STATES	ILLINOIS, NORTHWEST, OGLE	2017	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	(D)	(D)
SURVEY	CROPS	FIELD CROPS	WHEAT	SPRING, (EXCL DURUM)	NON-IRRIGATED, CONTINUOUS CROP	ALL UTILIZATION PRACTICES	AREA PLANTED	ACRES	WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - ACRES PLANTED	TOTAL	NOT SPECIFIED	COUNTY	56	56	WY	WYOMING	20	NORTHEAST	011	011	CROOK			00000000			9000	UNITED STATES	WYOMING, NORTHEAST, CROOK	1963	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	2,600	 
SURVEY	CROPS	FIELD CROPS	WHEAT	ALL CLASSES	IRRIGATED	ALL UTILIZATION PRACTICES	YIELD	BU / ACRE	WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	AGRICULTURAL DISTRICT	48	48	TX	TEXAS	40	BLACKLANDS						00000000			9000	UNITED STATES	TEXAS, BLACKLANDS	2000	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	35.3	 
SURVEY	CROPS	FIELD CROPS	PASTURELAND	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	CONDITION	PCT EXCELLENT	PASTURELAND - CONDITION, MEASURED IN PCT EXCELLENT	TOTAL	NOT SPECIFIED	STATE	38	38	ND	NORTH DAKOTA								00000000			9000	UNITED STATES	NORTH DAKOTA	2013	WEEKLY	29	29	WEEK #29	2013-07-21	2013-01-01 12:00:00	29	 
CENSUS	CROPS	FIELD CROPS	SOYBEANS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	OPERATIONS	SOYBEANS - OPERATIONS WITH AREA HARVESTED	AREA HARVESTED	AREA HARVESTED: (250 OR MORE ACRES)	ZIP CODE	29	29	MO	MISSOURI							63348	00000000			9000	UNITED STATES	63348	2007	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	1	 
SURVEY	CROPS	FIELD CROPS	BARLEY	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRODUCTION	BU	BARLEY - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	COUNTY	38	38	ND	NORTH DAKOTA	70	SOUTHWEST	089	089	STARK			00000000			9000	UNITED STATES	NORTH DAKOTA, SOUTHWEST, STARK	2014	ANNUAL	00	00	YEAR		2014-12-11 15:05:13	341,000	 
SURVEY	CROPS	FIELD CROPS	WHEAT	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	YIELD	BU / ACRE	WHEAT - YIELD, MEASURED IN BU / ACRE	TOTAL	NOT SPECIFIED	COUNTY	46	46	SD	SOUTH DAKOTA	60	EAST CENTRAL	079	079	LAKE			00000000			9000	UNITED STATES	SOUTH DAKOTA, EAST CENTRAL, LAKE	1995	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	33	 
SURVEY	CROPS	FIELD CROPS	WHEAT	SPRING, (EXCL DURUM)	NON-IRRIGATED, CONTINUOUS CROP	ALL UTILIZATION PRACTICES	PRODUCTION	BU	WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED, CONTINUOUS CROP - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	COUNTY	16	16	ID	IDAHO	10	NORTH	069	069	NEZ PERCE			00000000			9000	UNITED STATES	IDAHO, NORTH, NEZ PERCE	1991	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	225,000	 
CENSUS	CROPS	VEGETABLES	CABBAGE	HEAD	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	OPERATIONS	CABBAGE, HEAD - OPERATIONS WITH AREA HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	51	51	VA	VIRGINIA	60	EASTERN	001	001	ACCOMACK			00000000			9000	UNITED STATES	VIRGINIA, EASTERN, ACCOMACK	2017	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	1	(H)
SURVEY	CROPS	FIELD CROPS	HAY	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	ACRES	HAY - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	42	42	PA	PENNSYLVANIA	60	EAST CENTRAL	103	103	PIKE			00000000			9000	UNITED STATES	PENNSYLVANIA, EAST CENTRAL, PIKE	1985	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	1,100	 
CENSUS	CROPS	HORTICULTURE	BEDDING PLANTS, HERBACEOUS PERENNIAL	COLUMBINE	ALL PRODUCTION PRACTICES	WHOLESALE, POTS, LT 1 GALLON	SALES	OPERATIONS	BEDDING PLANTS, HERBACEOUS PERENNIAL, COLUMBINE, WHOLESALE, POTS, LT 1 GALLON - OPERATIONS WITH SALES	TOTAL	NOT SPECIFIED	STATE	39	39	OH	OHIO								00000000			9000	UNITED STATES	OHIO	2019	ANNUAL	00	00	YEAR		2018-02-01 00:00:00	9	46.9
SURVEY	CROPS	FIELD CROPS	OATS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRODUCTION	BU	OATS - PRODUCTION, MEASURED IN BU	TOTAL	NOT SPECIFIED	COUNTY	19	19	IA	IOWA	80	SOUTH CENTRAL	117	117	LUCAS			00000000			9000	UNITED STATES	IOWA, SOUTH CENTRAL, LUCAS	2004	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	60,000	 
CENSUS	CROPS	HORTICULTURE	FLOWERING PLANTS, POTTED	INDOOR USE, LILY, (EXCL EASTER)	ALL PRODUCTION PRACTICES	WHOLESALE, POTS	SALES	$	FLOWERING PLANTS, POTTED, INDOOR USE, LILY, (EXCL EASTER), WHOLESALE, POTS - SALES, MEASURED IN $	TOTAL	NOT SPECIFIED	STATE	42	42	PA	PENNSYLVANIA								00000000			9000	UNITED STATES	PENNSYLVANIA	2014	ANNUAL	00	00	YEAR		2015-01-31 00:00:00	16,745	(L)
SURVEY	CROPS	FIELD CROPS	OATS	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	PRICE RECEIVED	$ / BU	OATS - PRICE RECEIVED, MEASURED IN $ / BU	TOTAL	NOT SPECIFIED	STATE	40	40	OK	OKLAHOMA								00000000			9000	UNITED STATES	OKLAHOMA	1967	MONTHLY	05	05	MAY		2012-01-01 00:00:00	0.79	 
SURVEY	CROPS	FIELD CROPS	COTTON	UPLAND	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	CONDITION	PCT FAIR	COTTON, UPLAND - CONDITION, MEASURED IN PCT FAIR	TOTAL	NOT SPECIFIED	STATE	48	48	TX	TEXAS								00000000			9000	UNITED STATES	TEXAS	2008	WEEKLY	23	23	WEEK #23	2008-06-08	2013-01-01 12:00:00	36	 
SURVEY	CROPS	FIELD CROPS	CORN	ALL CLASSES	ALL PRODUCTION PRACTICES	SILAGE	AREA HARVESTED	ACRES	CORN, SILAGE - ACRES HARVESTED	TOTAL	NOT SPECIFIED	COUNTY	19	19	IA	IOWA	20	NORTH CENTRAL	023	023	BUTLER			00000000			9000	UNITED STATES	IOWA, NORTH CENTRAL, BUTLER	1967	ANNUAL	00	00	YEAR		2012-01-01 00:00:00	4,000	 
CENSUS	CROPS	FIELD CROPS	TOBACCO	ALL CLASSES	ALL PRODUCTION PRACTICES	ALL UTILIZATION PRACTICES	AREA HARVESTED	OPERATIONS	TOBACCO - OPERATIONS WITH AREA HARVESTED	ECONOMIC CLASS	ECONOMIC CLASS: (250,000 TO 499,999 $)	STATE	13	13	GA	GEORGIA								00000000			9000	UNITED STATES	GEORGIA	2012	ANNUAL	00	00	YEAR		2012-12-31 00:00:00	6	22.4
